name,neighborhood,price
Top Floor Two Bedroom at Top of Manhattan,Manhattan,99
Designer Loft,Manhattan,350
Comfortable Room with Private Bath - 15 min to JFK,Queens,50
Private bedroom on historic street in Manhattan,Manhattan,80
Top room with a view Quiet Easy A-train downtown,Manhattan,57
Spacious room in Brooklyn. Only girls please,Brooklyn,38
Quiet & Cozy Central Park Charmer,Manhattan,140
#5 STUDIO one block to train station,Manhattan,165
Hamilton Heights Full Floor Garden Apt,Manhattan,200
The Park Townhouse - Jewel of Fort Greene,Brooklyn,750
"Clean, cool and modern downtown apartment",Manhattan,150
"#6 Cozy Studio, one block from train station",Manhattan,165
"1 Bedroom, Pvt Living Space & Bath- Till May 30th",Manhattan,50
"private room for women, central location in NYC",Manhattan,65
Spacious private bedroom in East Village / StMarks,Manhattan,125
Germania's Deluxe Palace,Queens,250
Highclass clean and calm,Queens,50
Spacious NEW studio in Brooklyn near NYC subway!,Brooklyn,115
Full bedroom with private access and courtyard,Brooklyn,70
Sunny BedStuy hideaway near clubs + 30 min to City,Brooklyn,40
Room in te heart of manhattan - prime location!,Manhattan,80
"New to Market, Extended Stay Studio in Park Slope",Brooklyn,85
"Sunny, spacious Apt. near Prospect Park",Brooklyn,120
"Beautiful, eclectic large Soho-Tribeca 2-Bed Apt",Manhattan,300
Two amazing bedrooms in the heart of East Village,Manhattan,260
Private Room in Light-Filled Loft,Brooklyn,80
Huge private apartment in Manhattan,Manhattan,74
Spacious private bedroom in Washington Heights,Manhattan,60
2BR High Ceiling Zen Sanctuary in Artsy Bushwick,Brooklyn,100
Clean and comfortable private room in NYC,Bronx,47
Entire Apartment in Park Slope Brownstone,Brooklyn,245
Spacious 1-bedroom apartment in Pelham Parkway,Bronx,75
Private Garden Apartment in Park Slope Brownstone,Brooklyn,135
The beautiful room with your own bathroom,Queens,65
Penthouse with Manhattan views,Queens,130
[Entire place] Comfy Apt in Prime Location,Manhattan,173
Cozy Studio in the Heart of Spanish Harlem,Manhattan,100
Sunny 1-Bedroom close to Manhattan,Brooklyn,120
The Yorkville Club House,Manhattan,105
Mid Century modern room  1 minute to Subway,Brooklyn,72
Vintage Brooklyn Room 1 minute to Subway,Brooklyn,79
Cozy and quiet studio by Central Park,Manhattan,140
Special!! Near NYC up to 4+ people,Queens,49
luxury apartment near wall street,Manhattan,134
BEAUTIFUL CONDO IN HEART OF HELLS KITCHEN !!,Manhattan,160
A great amount of space for a family!,Manhattan,140
One bedroom apartment in Williamsburg,Brooklyn,120
New York at its BEST!,Brooklyn,50
"Walk distance to Central Park, 10min Time Square",Manhattan,120
Brooklyn Brownstone 鈥 BedStuy Garden Apartment,Brooklyn,155
"Beautiful, Comfortable Studio",Manhattan,260
"Beautiful Private apartment, Sunset Park Brooklyn",Brooklyn,130
Trendy and Modern Room in Bushwick,Brooklyn,70
Room In Manhattan Close to Everything,Manhattan,89
Close to JFK,Queens,42
Upper East Fun and Sunny 1B1B Very Close to Subway,Manhattan,159
Cozy Private Bedroom in Manhattan,Manhattan,70
THE WHITE HOUSE BEDROOM 3,Bronx,50
WALK TO FREE SI FERRY FROM FURNISHED STUDIO APT,Staten Island,99
COZY&CHARMING ROOM - CLOSE TO MANHATTAN,Queens,50
Large Beautiful Apartment in Peter Cooper Village,Manhattan,130
Cozy Studio in Queens zZZ,Queens,99
STEINWAY..The heart of Astoria,Queens,60
Large Room in Brownstone Townhouse  (2nd fl),Brooklyn,90
Coming soon: stunning Upper West Side apartment,Manhattan,1000
Cozy NoHo Studio Apartment,Manhattan,106
New Furnished Modern Two-Bedroom Apartment,Queens,115
Close to city in trendy Queens! Females only,Queens,38
涓煄瑗胯豹鍗庡鍘!,Manhattan,69
Private Room near to Manhattan,Queens,65
Cozy vibes next to Prospect Park/Botanical Gardens,Brooklyn,75
Bright and Spacious East Village Apartment,Manhattan,250
Chic modern 1 bedroom apartment in Astor Place,Manhattan,275
Cozy And Stylish Modern Home,Staten Island,249
"Class, Comfort, Convenience In The Heart of NYC",Manhattan,799
"Spacious apt, New building in trendy Bushwick!",Brooklyn,147
Sunny 1 Bedroom Apt in Bed-Stuy Brownstone,Brooklyn,110
Crown Heights Studio,Brooklyn,90
"Massive, Incredible Brand New East Village Loft",Manhattan,62
"Kings palace close to jfk, Belmont track  & casino",Queens,600
Bedroom in Soho for working professional,Manhattan,67
Comfortable master room in Brooklyn close to train,Brooklyn,58
Nightly or long sublet. (12x12 room in 2BR),Brooklyn,120
STOP n SLEEP Large - LGA LaGuardia Airport and JFK,Queens,39
Chic+Charming Soho Loft Apartment [True 1BR],Manhattan,235
Manhattan Treasure (Harlem Find),Manhattan,182
The New Harlemites,Manhattan,150
One bedroom apartment in mid-town,Manhattan,120
"1 Bedroom studio 15Mins from JFK,30 mins by carLGA",Brooklyn,100
new years eve week,Manhattan,350
Entire Luxurious Condominium Near JFK Airport,Queens,90
Sonder | Stock Exchange | Pristine Studio + Lounge,Manhattan,194
Best of Brooklyn: Prospect Park,Brooklyn,145
Sonder | Stock Exchange | Stunning 3BR + Kitchen,Manhattan,470
Sonder | Stock Exchange | Relaxed 1BR + Lounge,Manhattan,247
Sunny Bedroom in Ridgewood/Bushwick,Queens,50
Sonder | 21 Chelsea | Vibrant 1BR + Rooftop,Manhattan,260
Sunlit Bedroom with Private Terrace - Williamsburg,Brooklyn,80
Spacious Williamsburg Duplex w/ Private Patio,Brooklyn,210
bellissima stanza privata  in east harlem NYC,Manhattan,70
"Private, warm & inviting contemporary space.",Bronx,33
Private bedroom in the heart of east village,Manhattan,80
Large Private room minutes to Times Square,Manhattan,62
Comfy & Cheerful Oasis in Vibrant Neighborhood,Brooklyn,171
Entire studio with separate kitchen & dining room!,Brooklyn,125
"West Village Town House 
With Private Backyard",Manhattan,350
LUXURY 2bedrm w/ Outdoor Patio - TimeSq/42nd & 9th,Manhattan,395
Sunny Private bedroom in convenient location,Brooklyn,72
"Only for airline crew, pilots and flight attendant",Queens,70
BKLYN Cozy B&B,Brooklyn,55
Urban Zen Oasis,Brooklyn,225
"MASTER ROOM
Close to the JFK and LGA airport",Queens,57
Chic Blush Freesia,Manhattan,99
Feel free and at home In  my cozy apartment.,Bronx,35
Chic Blush Shine,Manhattan,89
鈽 Private Room in great location near Times Square,Manhattan,135
Home away from home!! (4A),Queens,85
Spacious one bedroom Suit! (2T),Queens,85
Sun Lit Room in Ridgewood/Bushwick 25 mins to NYC,Queens,60
Modern Suite in Bed-Stuy,Brooklyn,60
Cozy 2 bedroom Manhattan apartment,Manhattan,219
Cozy 3BR/2BA in LES - Close to Subway - Sleeps 9,Manhattan,442
LAVISH 3 Bedroom in Williamsburg!!,Brooklyn,250
Sunny Astoria One-Bedroom With Stunning NYC Views,Queens,160
"Large, Bright, Full Home in Greenpoint w/ Backyard",Brooklyn,240
Modern & Cozy Room with PRIVATE balcony!,Brooklyn,80
Entire apartment in the heart of Williamsburg,Brooklyn,190
Sanctuary in the Heart of Williamsburg!,Brooklyn,199
Musical loft sanctuary with private roof deck,Brooklyn,250
Luxury Chelsea Loft with Private Elevator,Manhattan,949
Sun soaked private room with all the amenities!,Brooklyn,60
Beautiful Fifth Avenue Studio with Garden,Manhattan,180
Heaven,Brooklyn,59
2 BRM Heart of Time Square,Manhattan,300
1 Bedroom open floor garden apartment,Brooklyn,120
"seconds from subway, 30 min drive to city,solo tra",Brooklyn,39
A Nice Room,Queens,50
"HUGE, SUNNY room in Financial District",Manhattan,150
"CATALINA鈥橲 ROOM
 Close to JFK and LGA airport",Queens,51
Spacious private room for rent.,Manhattan,100
Great Room with WC,Brooklyn,60
"Artist Loft: Clean, Cozy, Sun Filled, Plant Oasis",Brooklyn,250
Private room in loft (check out my pictures)!!!!,Brooklyn,68
Our sanctuary,Manhattan,100
Bohemian Brooklyn Suite with 2 Private Terraces,Brooklyn,189
Charming 1BD Astoria Penthouse,Queens,98
Sunny 4 bedrooms in Manhattan,Manhattan,400
"Homey and spacious 1BR Apt, near Prospect Park",Brooklyn,110
Astoria Center Location,Queens,49
Designer's spacious 4bedrooms Manhattan apt,Manhattan,300
Brooklyn sunny room! Short or long term stay,Brooklyn,30
Center of the Universe Stay,Manhattan,135
A GREY DOOR - BED-STUY.,Brooklyn,113
Private Studio Space in Windsor Terrace Brooklyn,Brooklyn,55
"Location Location Location! Basic, Clean & Cheap!",Manhattan,100
Charming Soho large 1 bedroom apartment style loft,Manhattan,285
Big room with king bed,Brooklyn,45
Contemporary Brooklyn Lifestyle Apt /JFK Airport,Brooklyn,195
Amazing Cortelyou road,Brooklyn,78
Alojamiento Betsaida.,Bronx,42
Cozy studio for the best rest,Manhattan,110
Stylish NYC Apartment Right Next to Subway,Manhattan,99
Sunny big room in East Williamsburg,Brooklyn,47
"DEMETRIO鈥橲 ROOM
Close to JFK and LGA Airport",Queens,51
Sunny And Spacious Apartment In Chelsea,Manhattan,170
RV camper for the outdoor lovers,Bronx,100
Master bedroom in Luxury High Rise,Manhattan,125
"Still NYC...  Grymes Hill, Staten Island",Staten Island,115
HOSTEL MY REFUGE PAISA(Camarote#2abajo),Queens,43
"Rad Chelsea 2BR w/ Sundeck, Doorman + Rooftop views by Blueground",Manhattan,439
"Gorgeous Gramercy Park 2BR w/ Large private terrace, Gym + Doorman",Manhattan,348
PRIME WEST VILLAGE STUDIO APARTMENT,Manhattan,150
Cozy bedroom with patio in  townhouse in Brooklyn,Brooklyn,50
Comfortable and spacious bedroom in Brooklyn,Brooklyn,57
HOSTEL MY REFUGE PAISA  (Camarote#1 arriba),Queens,43
shared apt only for female  near Times Square,Manhattan,65
Hotel Room at Midtown 45 at New York City,Manhattan,250
Great Apartment super close to the train.,Brooklyn,160
Spacious and sunny one bedroom,Queens,130
Sonder | Stock Exchange | Calming 3BR + Laundry,Manhattan,505
Art Deco Charm in the heart of The Village!,Manhattan,425
Art Deco Charm in the heart of The Village!,Manhattan,425
"Spacious, Clean and Modern 2 Bedroom Suite",Brooklyn,150
"clean  room  with private bath, 10 Mins to city",Brooklyn,50
Cozy Guest Quarters in East Village Penthouse!,Manhattan,62
Lovely apartment 2 bedrooms 2 bathrooms in UWS,Manhattan,380
Comfy鈥檚 Bedroom Close Subway,Brooklyn,49
New 2 Bed 1 Bath in the UES #6131,Manhattan,206
Lower East Side Studio,Manhattan,123
Nolita Gem,Manhattan,145
Amazing New 1 Bedroom in the UES #6132,Manhattan,206
Cozy Corner,Brooklyn,75
"Gorgeous, Large Brownstone with Backyard & Parking",Brooklyn,350
"Large room in sunny Williamsburg apt, HUGE BALCONY",Brooklyn,76
AMAZING 3 BEDROOM APARTMENT IN FLUSHING QUEENS,Queens,200
No Cleaning Fee! 1.5 blocks to 2 Train. 9pm-9am,Bronx,35
B-comfortable queen size bed try it yourself,Staten Island,49
鈥淢i casa es tu casa鈥 鈥淢y home is your home鈥 NYC,Queens,150
Comfy Home ~ 1st Floor,Queens,150
QUIET 1BR apartment CLOSE to EVERYTHING,Manhattan,195
"spacious, apt. near bars/parks/museums/restaurants",Manhattan,140
Bay parkway Private room,Brooklyn,35
Huge Room For Rent Close to JFK and the Q train,Brooklyn,65
Private Room Near Q Train in Brooklyn,Brooklyn,65
Cozy Room For Girls Only:2 Minutes Walk To Q Train,Brooklyn,65
Brand new private apartment 5 minutes from JFK!,Queens,50
Comfortable Sofa Bed For Rent In NYC. Female ONLY,Brooklyn,40
Sofa Bed For Rent Near The Q Train: Girls Only.,Brooklyn,40
"Beautiful Private Home in Bushwick, Brooklyn!",Brooklyn,180
Beautiful Chelsea townhouse bedroom,Manhattan,115
Uptown Minimalist Chic,Manhattan,69
A beautiful Gem,Bronx,40
"SMALL ROOM NO WINDOW, NO AIR CONDITIONER V-ROOM",Queens,39
Union Square Private Double & Single Bed w/ Shower,Manhattan,99
"Central Herald Sq.1BR w/ Roofdeck, Gym next to the subway by Blueground",Manhattan,334
Share in cozy 1BR,Manhattan,40
"MARCELO鈥橲  ROOM 
Close to JFK airport and LGA",Queens,38
"Premium FiDi 1BR w/ Roofdeck, Gym + Doorman near Wall St. by Blueground",Manhattan,332
Cozy room in Soho,Manhattan,64
Bright One Bedroom Loft,Brooklyn,100
Beautiful Chelsea Townhouse bedroom,Manhattan,110
"Large Comfy 2Bdrm Apt in Williamsburg, Brooklyn",Brooklyn,245
Cosy apartment in heart of the East Village,Manhattan,135
Your Next Vacation Should be Here...Walk to TimeSq,Manhattan,299
Brand New Studio~W/D in unit~Prime Gramercy,Manhattan,150
"Spacious,Quite,beautiful room in Astoria-Ditmars",Queens,53
Sonder | Theater District | Airy 1BR + City View,Manhattan,212
5BR Designer Loft in Soho/TriBeCa! Best Location!,Manhattan,299
Cozy and Comfortable Studio Apartment,Queens,110
"Bright Large Room, only 30mins to Times Square",Bronx,60
My awesome room :0),Brooklyn,70
Vacate NYC.,Brooklyn,65
Spacious yellow room in Brooklyn,Brooklyn,90
Charming 1BR next to subway & walk to Central Park,Manhattan,174
Nolita! Cute one bedroom (Website hidden by Airbnb) Location!,Manhattan,260
Brooklyn Spacious Sunny Apartment,Brooklyn,200
Clean and quiet Brooklyn room 35 mins from Soho,Brooklyn,50
The Pineapple tree (Girls shared room only),Brooklyn,24
Large Bedroom with privet bathroom,Brooklyn,35
Cozy and beautiful  room for a couple,Queens,70
鈽匒ffordable Clean Private Room#1 in Hell' kitchen鈽,Manhattan,110
Highland Park 2 bedroom share,Brooklyn,85
Beautiful Home in Heart of Brooklyn,Brooklyn,95
Private House in Trendy Crown Heights,Brooklyn,425
Modern & Spacious in trendy Crown Heights,Brooklyn,150
Charming Room in Clean Apt! Soho!,Manhattan,119
Large Cozy Prospect Lefferts II,Brooklyn,45
Queen Room,Manhattan,135
Standard Queen Room,Manhattan,100
Standard Queen,Manhattan,219
Double Room with Two Double Beds,Manhattan,159
East Village Bedroom,Manhattan,50
Cozy Bedroom in Bed-Stuy apartment,Brooklyn,150
HOSTEL MY REFUGE PAISA (CAMAROTE#4 Parte Baja),Queens,34
Olive's Guest Quarters #2,Brooklyn,175
Private Bedroom in Williamsburg Apt!,Brooklyn,109
"Comfortable,spacious and luxurious homely settings",Brooklyn,140
Comfy and quiet bed for women travelers,Brooklyn,26
Olive's Guest Quarters #3,Brooklyn,175
"Perfectly Located Near Restaurants, Shops, & Sites",Manhattan,299
Sonder | Stock Exchange | Amazing 1BR + Sofa Bed,Manhattan,234
Sonder | Stock Exchange | Cozy 1BR + Laundry,Manhattan,230
Sonder | Stock Exchange | Sunny 1BR + Kitchen,Manhattan,230
Hamilton Heights Home Away from Home! (30-Day Min),Manhattan,125
Sonder | The Biltmore | Charming 1BR + Rooftop,Manhattan,217
Sonder | The Biltmore | Warm Studio + Rooftop,Manhattan,182
Sonder | The Biltmore | Cozy Studio + Rooftop,Manhattan,152
The Sunshine Palace,Queens,125
Sonder | The Biltmore | Serene 1BR + City View,Manhattan,219
Sonder | The Biltmore | Sunny 1BR + City View,Manhattan,207
Charming 2BR Apt! Popular Neighborhood!,Manhattan,289
STYLISH 2 BEDROOM APART. IN PRIME UPPER WEST SIDE,Manhattan,330
Hustler's Paradise 2 (Semi Private),Staten Island,29
鈽 CLEAN/ELEGANT TWO BEDROOM APARTMENT 鈽,Manhattan,289
NiceA apt in trendy Brooklyn,Brooklyn,150
"Large furnished studio, East 56 St., NYC",Manhattan,120
A Comfortable Room,Queens,40
Sonder | Stock Exchange | Sunny 1BR + Laundry,Manhattan,228
Sonder | Stock Exchange | Warm Studio + Laundry,Manhattan,203
JFK Airport Layovers Special 6 minutes away,Queens,49
Charming Williamsburg 30 day min stay 2 br /2 bath,Brooklyn,183
Glamorous 3 Bedroom/3 Bath Brownstone,Manhattan,800
"Pleasant Room on Pleasant Avenue, NYC",Manhattan,50
Lower East Side Gem,Manhattan,149
Cozy private bedroom 15 min from Manhattan,Queens,55
"Premier room in Downtown NY, Two Bridges,Chinatown",Manhattan,108
"Priv room in an immaculate Apt,near Cent Park, UWS",Manhattan,160
1718鍏濂楁埧,Brooklyn,60
Cute private room in Washington Heights!,Manhattan,52
Central Manhattan Ladies Only (Shared),Manhattan,39
"Cozy room in Downtown Manhattan, Two Bridges, Soho",Manhattan,89
"Brooklyn room close to the train, L,C,A,Zand J",Brooklyn,57
Brooklyn room close to Subways to Manhattan,Brooklyn,57
New bedroom in nice apartment. Close to hospital!,Brooklyn,40
"Great room close to the Subways  L,A,C,Z and J",Brooklyn,55
Brand New Duplex 3BR~W/D in the unit.,Manhattan,290
Clean and comfortable private room in NYC,Bronx,45
1 Bedroom nestled in Bushwick/East Williamsburg,Brooklyn,150
A room where you can find peace and rest!,Brooklyn,50
Charming 1 bedroom apartment with private patio,Manhattan,165
Amazing 1 Bedroom Apt! Near the SI Ferry!!,Staten Island,68
BEST location beautiful 1BR apartment in Manhattan,Manhattan,195
Woodhaven Castle,Queens,45
鏇煎搱椤108琛楄浆绉!,Manhattan,66
MASTER BEDROOM WITH A LOT OF LIGHT IN ASTORIA,Queens,40
"Hip Midtown West 2BR w/ roomy sundeck, gym, near Times Sq by Blueground",Manhattan,309
"Airy Midtown West 1BR w/ roomy sundeck, gym, near Times Sq by Blueground",Manhattan,240
"Open Midtown West 1BR w/ roomy sundeck, gym, near Times Sq by Blueground",Manhattan,240
"Smart Midtown West Studio w/ sundeck, gym, near Times Sq. by Blueground",Manhattan,219
Spacious and bright 鈥 Ft. Greene 鈥 best location,Brooklyn,125
"Bright, renovated apartment close to subway+city",Brooklyn,130
A Delightful Room,Queens,50
Home Away From Home at Mosholu pkwy,Bronx,51
"Flatbush Apartment near 2,5 train",Brooklyn,82
Airy Apartment in the Heart of West Village/SoHo,Manhattan,200
Cozy Bright Prospect Park Studio,Brooklyn,150
Stylish Designer 3 Bedroom Apartment,Queens,360
Remote William,Brooklyn,400
"Private Rm Near JFK, Beach & St. John E Hospital",Queens,45
"Comfort room in Downtown NY, Two Bridges,Chinatown",Manhattan,89
Sunny Sunset Park Large Bedroom near subway,Brooklyn,75
Small studio,Bronx,75
Cozy bedroom in Sunset Park apartment,Brooklyn,47
5 鈽 Stay in Manhattan (Cozy & Family Friendly),Manhattan,105
Tu tranquilidad no tiene precio,Queens,90
"Modern,spacious and  peaceful apartment",Manhattan,75
A Living Room,Queens,30
Sophisticated Brownstone Duplex,Brooklyn,499
3BR Family Home in Prime Queens Neighborhood,Queens,250
Alexander Hamilton( For Guys ONLY),Brooklyn,24
English style home in Brooklyn New York,Brooklyn,79
Private Entrance Spacious 5 BD Apartment Manhattan,Manhattan,280
Immaculate Private Bedroom & Bathroom (Room A),Brooklyn,75
ALEX SPACE #5,Queens,58
Close to Manhattan ( S ).,Queens,55
Contemporary Brooklyn Lifestyle Apt /JFK Airport 1,Brooklyn,65
Contemporary Brooklyn Lifestyle Apt /JFK Airport 2,Brooklyn,65
COUCH SURF in Gorgeous apt. Have own open room!,Queens,63
Spacious aptmt sleeps 4 AND addtn blowup mattress,Manhattan,250
Artist LOFT in Bushwick - 15min from Manhattan,Brooklyn,200
"Light-Filled Studio, Steps to Subway",Brooklyn,104
"Habitaci贸n amplia , a 15 minutos del airport  LGA",Queens,65
